ID,Block,Sex,Diet,Regimen,Weight,Fat_Scores_Dorsal,Fat_Scores_Pelvic,days_since_1st_trt,days_since_2nd_trt,days_since_1st_D_or_A,days_since_1st_D_inj,vax_history,blank_avg,blank_sd,cutoff_new,age_lab,Env,age_wild,repro,body_length_mm,ticks_total,fleas,mites,Testes,H_poly,Pinworms,Cestode,repro_bin,Col_5_bcen,Col_6_bcen,Col_7_bcen,Col_5_avg,Col_6_avg,Col_7_avg,OD_avg,OD,Fat_Scores_Sum,boost,ishigh,ismale,isrepro,isadult,islab,isvax,isHp,nHp
SUBJ-0024,1.0,F,Low,ST,17.5,3.0,4.0,14.0,,14.0,14.0,D,0.120375,0.011500776,0.154877329,84.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.516625,1.045625,0.602625,1.5130625,1.0235625,0.6295625,1.055395833,1.055395833,7.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0024,1.0,F,Low,ST,17.5,,,35.0,14.0,35.0,35.0,DD,0.125125,0.026835145,0.205630435,105.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.351875,1.919875,1.416875,2.3975625,1.9465625,1.4435625,1.929229167,1.929229167,,1,0.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0025,1.0,F,Low,SC,16.5,,,35.0,14.0,35.0,35.0,DA,0.0635,0.006824326,0.083972979,105.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.7505,2.6285,2.6705,2.691875,2.583375,2.612875,2.629375,2.629375,,0,0.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0025,1.0,F,Low,SC,16.5,3.0,4.0,17.0,,17.0,17.0,D,0.10625,0.034656477,0.210219432,87.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.35975,1.91275,1.46875,2.36125,1.97475,1.48075,1.938916667,1.938916667,7.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0026,1.0,F,High,PC,15.5,2.0,3.0,17.0,,17.0,,A,0.0745,0.005042675,0.089628025,87.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.0145,-0.0145,-0.0195,-0.011875,-0.013375,-0.018375,-0.014541667,0.0,5.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0,0
SUBJ-0026,1.0,F,High,PC,15.5,2.0,3.0,14.0,,14.0,,A,0.659375,0.040305751,0.780292253,84.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.079375,-0.028375,-0.078375,-0.0743125,-0.0458125,-0.0708125,-0.063645833,0.0,5.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0,0
SUBJ-0026,1.0,F,High,PC,16.5,,,35.0,14.0,14.0,14.0,AD,0.10875,0.015809129,0.156177388,105.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.94925,1.73725,1.24625,1.993375,1.716375,1.250375,1.653375,1.653375,,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0027,1.0,F,High,SC,27.0,3.0,4.0,17.0,,17.0,17.0,D,0.07225,0.006341473,0.09127442,85.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.87475,1.35975,0.87275,1.88875,1.35775,0.88975,1.37875,1.37875,7.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0027,1.0,F,High,SC,29.0,,,35.0,14.0,35.0,35.0,DA,0.659375,0.040305751,0.780292253,103.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.370625,2.296625,1.883625,2.4096875,2.2216875,1.8921875,2.174520833,2.174520833,,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0027,1.0,F,High,SC,27.0,3.0,4.0,14.0,,14.0,14.0,D,0.107375,0.037450682,0.219727046,82.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.895625,0.497625,0.268625,0.8826875,0.5166875,0.2856875,0.5616875,0.5616875,7.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0028,1.0,F,High,ST,18.0,4.0,4.0,22.0,1.0,22.0,22.0,DD,0.07225,0.006341473,0.09127442,90.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.40875,2.02275,1.70975,2.37925,2.03075,1.69225,2.034083333,2.034083333,8.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0028,1.0,F,High,ST,18.0,,,35.0,14.0,35.0,35.0,DD,0.10875,0.015809129,0.156177388,103.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.50825,2.36825,2.15925,2.558375,2.360375,2.151875,2.356875,2.356875,,1,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0029,1.0,F,High,PC,17.5,,,35.0,14.0,14.0,14.0,AD,0.067875,0.016383245,0.117024735,135.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.337125,0.852125,0.516125,1.347,0.8525,0.5155,0.905,0.905,,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0029,1.0,F,High,PC,16.0,3.0,3.0,22.0,1.0,1.0,1.0,AD,0.0745,0.005042675,0.089628025,122.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.0175,-0.0175,-0.0175,-0.014375,-0.014875,-0.016375,-0.015208333,0.0,6.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0029,1.0,F,High,PC,16.0,3.0,3.0,17.0,,17.0,,A,0.11925,0.017685749,0.172307247,117.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.04225,-0.02725,-0.03725,-0.027625,-0.019625,-0.024125,-0.023791667,0.0,6.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0,0
SUBJ-0029,1.0,F,High,PC,16.0,3.0,3.0,14.0,,14.0,,A,0.101375,0.013637527,0.142287581,114.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.036375,-0.031375,-0.030375,-0.023875,-0.006875,-0.013875,-0.014875,0.0,6.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0,0
SUBJ-0030,1.0,F,High,SC,24.5,4.0,4.0,22.0,1.0,22.0,22.0,DA,0.085875,0.035686882,0.192935647,113.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.129125,1.630125,1.081125,2.1059375,1.6349375,1.0769375,1.6059375,1.6059375,8.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0030,1.0,F,High,SC,23.0,3.0,4.0,17.0,,17.0,17.0,D,0.5945,0.209919713,1.224259138,108.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.4355,0.9285,0.5755,1.46625,0.95075,0.60125,1.006083333,0.0,7.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0030,1.0,F,High,SC,26.5,,,35.0,14.0,35.0,35.0,DA,0.10875,0.015809129,0.156177388,126.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.64525,1.16825,0.72925,1.657375,1.157875,0.736875,1.184041667,1.184041667,,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0031,1.0,F,High,ST,19.5,3.0,4.0,14.0,,14.0,14.0,D,0.07225,0.010525479,0.103826438,105.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.59075,0.32575,0.15775,0.591,0.334,0.1645,0.363166667,0.363166667,7.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0031,1.0,F,High,ST,19.5,3.0,4.0,17.0,,17.0,17.0,D,0.067875,0.016383245,0.117024735,108.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.029125,0.616125,0.354125,1.045,0.6205,0.3545,0.673333333,0.673333333,7.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0031,1.0,F,High,ST,20.0,,,35.0,14.0,35.0,35.0,DD,0.10625,0.034656477,0.210219432,126.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.84875,2.43475,2.07975,2.81475,2.44675,2.09625,2.452583333,2.452583333,,1,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0032,1.0,F,High,SC,17.0,,,35.0,14.0,35.0,35.0,DA,0.085875,0.035686882,0.192935647,135.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.924125,2.734125,2.383125,2.8254375,2.6719375,2.3279375,2.6084375,2.6084375,,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0032,1.0,F,High,SC,16.5,3.0,3.0,14.0,,14.0,14.0,D,0.067875,0.016383245,0.117024735,114.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.050125,1.548125,1.078125,2.0275,1.528,1.0795,1.545,1.545,6.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0032,1.0,F,High,SC,16.5,3.0,3.0,17.0,,17.0,17.0,D,0.111875,0.026297406,0.190767219,117.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.921125,1.522125,0.948125,1.895375,1.516875,0.951875,1.454708333,1.454708333,6.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0033,1.0,F,High,ST,16.5,3.0,3.0,14.0,,14.0,14.0,D,0.0635,0.006824326,0.083972979,85.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.9145,1.4275,0.9735,1.875375,1.429875,0.983875,1.429708333,1.429708333,6.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0033,1.0,F,High,ST,16.0,3.0,3.0,22.0,1.0,22.0,22.0,DD,0.07225,0.010525479,0.103826438,93.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.25375,1.76775,1.21975,2.2135,1.688,1.2135,1.705,1.705,6.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0033,1.0,F,High,ST,16.5,3.0,3.0,17.0,,17.0,17.0,D,0.10875,0.014801062,0.153153185,88.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.66125,1.12825,0.68125,1.67725,1.16825,0.70325,1.182916667,1.182916667,6.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0033,1.0,F,High,ST,16.5,,,35.0,14.0,35.0,35.0,DD,0.101375,0.013637527,0.142287581,106.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.980625,2.911625,2.794625,3.027625,2.844625,2.825125,2.899125,2.899125,,1,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0034,1.0,F,High,PC,18.5,,,35.0,14.0,14.0,14.0,AD,0.076625,0.012129509,0.113013528,106.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.746375,1.292375,0.852375,1.708875,1.260375,0.842875,1.270708333,1.270708333,,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0034,1.0,F,High,PC,18.5,3.0,3.0,14.0,,14.0,,A,0.075375,0.00526274,0.091163219,85.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.011375,-0.020375,-0.022375,-0.008,-0.017,-0.019,-0.014666667,0.0,6.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0,0
SUBJ-0034,1.0,F,High,PC,17.0,3.0,4.0,22.0,1.0,1.0,1.0,AD,0.0935,0.007230886,0.115192658,93.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.0275,-0.0265,-0.0175,-0.01725,-0.01725,-0.00825,-0.01425,0.0,7.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0035,2.0,M,Low,PC,26.0,,,22.0,1.0,1.0,1.0,AD,0.069,0.007309485,0.090928455,94.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.014,-0.01,-0.018,-0.011875,-0.006875,-0.015375,-0.011375,0.0,,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0035,2.0,M,Low,PC,28.0,4.0,5.0,14.0,,14.0,,A,0.063875,0.007548652,0.086520955,86.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.002875,0.009125,0.001125,0.01075,0.01225,0.00575,0.009583333,0.0,9.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0,0
SUBJ-0035,2.0,M,Low,PC,27.0,,,35.0,14.0,14.0,14.0,AD,0.0785,0.005154748,0.093964244,107.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.5485,0.3015,0.1505,0.5474375,0.3144375,0.1549375,0.3389375,0.3389375,,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0036,2.0,M,Low,ST,26.0,3.0,5.0,14.0,,14.0,14.0,D,0.063875,0.007548652,0.086520955,86.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.598125,1.143125,0.748125,1.61325,1.16525,0.75475,1.17775,1.17775,8.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0036,2.0,M,Low,ST,25.5,3.0,5.0,22.0,1.0,22.0,22.0,DD,0.071125,0.00653425,0.090727751,94.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.721875,2.494875,2.139875,2.7528125,2.5278125,2.1658125,2.482145833,2.482145833,8.0,1,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0036,2.0,M,Low,ST,29.0,,,35.0,14.0,35.0,35.0,DD,0.120375,0.011500776,0.154877329,107.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,3.173625,2.894625,2.916625,3.1805625,2.9045625,2.8560625,2.980395833,2.980395833,,1,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0036,2.0,M,Low,ST,26.0,3.0,5.0,17.0,,17.0,17.0,D,0.11925,0.017685749,0.172307247,89.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.02075,1.48575,1.01975,2.039375,1.525875,1.041875,1.535708333,1.535708333,8.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0037,2.0,M,Low,SC,29.0,,,35.0,14.0,35.0,35.0,DA,0.06375,0.005650537,0.080701612,107.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.68225,2.49825,2.06425,2.66825,2.46375,2.06575,2.39925,2.39925,,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0037,2.0,M,Low,SC,30.0,3.0,4.0,22.0,1.0,22.0,22.0,DA,0.1055,0.037496667,0.21799,94.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.4205,2.0225,1.5755,2.44475,2.04375,1.61775,2.035416667,2.035416667,7.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0037,2.0,M,Low,SC,28.5,3.0,5.0,14.0,,14.0,14.0,D,0.110375,0.028218219,0.195029656,86.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.758625,0.446625,0.244625,0.786375,0.459875,0.257875,0.501375,0.501375,8.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0038,2.0,M,Low,SC,24.5,,,35.0,14.0,35.0,35.0,DA,0.06375,0.005650537,0.080701612,107.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.63625,2.28925,2.02025,2.61425,2.32625,1.94075,2.29375,2.29375,,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0038,2.0,M,Low,SC,23.0,4.0,4.0,17.0,,17.0,17.0,D,0.125125,0.026835145,0.205630435,89.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.289875,1.670875,1.115875,2.3075625,1.7235625,1.1460625,1.725729167,1.725729167,8.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0038,2.0,M,Low,SC,22.5,3.0,4.0,22.0,1.0,22.0,22.0,DA,0.090375,0.018376518,0.145504555,94.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.563625,2.132625,1.743625,2.582,2.1735,1.7335,2.163,2.163,7.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0038,2.0,M,Low,SC,23.0,4.0,4.0,14.0,,14.0,14.0,D,0.09675,0.026537036,0.176361108,86.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.40725,0.99125,0.59425,1.43,1.0095,0.627,1.022166667,1.022166667,8.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0039,2.0,M,Low,ST,25.5,4.0,4.0,14.0,,14.0,14.0,D,0.085875,0.035686882,0.192935647,117.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.493125,0.955125,0.529125,1.4749375,0.9539375,0.5309375,0.986604167,0.986604167,8.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0039,2.0,M,Low,ST,25.5,4.0,4.0,17.0,,17.0,17.0,D,0.125125,0.026835145,0.205630435,120.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.193875,2.181875,1.539875,0.1875625,2.1480625,1.5685625,1.301395833,1.301395833,8.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0039,2.0,M,Low,ST,27.0,,,35.0,14.0,35.0,35.0,DD,0.101375,0.013637527,0.142287581,138.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.929625,2.859625,2.694625,2.932125,2.871625,2.726125,2.843291667,2.843291667,,1,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0040,2.0,M,Low,PC,22.0,3.0,4.0,17.0,,17.0,,A,0.069,0.007309485,0.090928455,120.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.016,-0.011,-0.016,-0.013375,-0.009375,-0.012375,-0.011708333,0.0,7.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0,0
SUBJ-0040,2.0,M,Low,PC,22.5,,,35.0,14.0,14.0,14.0,AD,0.07225,0.010525479,0.103826438,138.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.66475,1.11075,0.63775,1.597,1.085,0.6205,1.100833333,1.100833333,,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0040,2.0,M,Low,PC,21.5,3.0,4.0,22.0,1.0,1.0,1.0,AD,0.067875,0.016383245,0.117024735,125.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.010875,-0.019875,-0.016875,-0.0095,-0.0205,-0.0165,-0.0155,0.0,7.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0040,2.0,M,Low,PC,22.0,3.0,4.0,14.0,,14.0,,A,0.111875,0.026297406,0.190767219,117.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.041875,-0.021875,-0.041875,-0.027625,-0.014625,-0.028625,-0.023625,0.0,7.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0,0
SUBJ-0041,2.0,M,Low,SC,21.5,4.0,4.0,14.0,,14.0,14.0,D,0.11625,0.01454795,0.159893851,117.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.13875,0.72575,0.42675,1.158,0.7495,0.436,0.781166667,0.781166667,8.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0041,2.0,M,Low,SC,21.5,3.0,4.0,22.0,1.0,22.0,22.0,DA,0.09675,0.026537036,0.176361108,125.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.34825,2.10325,1.70125,2.38,2.079,1.72,2.059666667,2.059666667,7.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0041,2.0,M,Low,SC,23.0,,,35.0,14.0,35.0,35.0,DA,0.107375,0.037450682,0.219727046,138.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.655625,2.267625,1.777625,2.6456875,2.2241875,1.8056875,2.2251875,2.2251875,,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0042,2.0,M,Low,ST,22.5,3.0,4.0,22.0,1.0,22.0,22.0,DD,0.069,0.007309485,0.090928455,125.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.453,2.151,1.747,2.446125,2.116125,1.753125,2.105125,2.105125,7.0,1,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0042,2.0,M,Low,ST,23.0,,,35.0,14.0,35.0,35.0,DD,0.070125,0.006174545,0.088648634,138.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.695875,2.608875,2.374875,2.746625,2.630625,2.383625,2.586958333,2.586958333,,1,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0042,2.0,M,Low,ST,22.5,3.0,4.0,17.0,,17.0,17.0,D,0.071,0.005554921,0.087664762,120.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.993,1.545,1.142,2.011625,1.547125,1.145125,1.567958333,1.567958333,7.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0043,2.0,M,Low,PC,21.5,,,22.0,1.0,1.0,1.0,AD,0.0935,0.007230886,0.115192658,78.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.0245,-0.0075,-0.0165,-0.01675,-0.01875,-0.00575,-0.01375,0.0,,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0043,2.0,M,Low,PC,21.5,,,35.0,14.0,14.0,14.0,AD,0.11625,0.01454795,0.159893851,91.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.52475,1.06775,0.65375,1.5705,1.088,0.6745,1.111,1.111,,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0044,2.0,M,High,PC,21.5,,,35.0,14.0,14.0,14.0,AD,0.0635,0.006824326,0.083972979,91.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.8375,0.5785,0.2975,0.777375,0.520875,0.281375,0.526541667,0.526541667,,0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0045,2.0,M,High,SC,27.0,,,35.0,14.0,35.0,35.0,DA,0.07225,0.010525479,0.103826438,91.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.50175,2.06775,1.65875,2.474,2.1145,1.686,2.0915,2.0915,,0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0045,2.0,M,High,SC,23.5,3.0,5.0,22.0,1.0,22.0,22.0,DA,0.110375,0.028218219,0.195029656,78.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.800625,1.312625,0.832625,1.895375,1.376375,0.886375,1.386041667,1.386041667,8.0,0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0046,2.0,M,High,ST,26.0,,,35.0,14.0,35.0,35.0,DD,0.0935,0.007230886,0.115192658,99.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.6995,2.4865,1.9735,2.77125,2.49075,2.01875,2.426916667,2.426916667,,1,1.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0046,2.0,M,High,ST,23.0,3.0,4.0,14.0,,14.0,14.0,D,0.090375,0.018376518,0.145504555,78.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.267625,0.791625,0.439625,1.288,0.804,0.4325,0.8415,0.8415,7.0,0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0046,2.0,M,High,ST,23.0,3.0,4.0,17.0,,17.0,17.0,D,0.11925,0.017685749,0.172307247,81.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.25475,0.76575,0.41075,1.277875,0.780875,0.428375,0.829041667,0.829041667,7.0,0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0047,2.0,M,High,PC,21.0,,,35.0,14.0,14.0,14.0,AD,0.063875,0.007548652,0.086520955,99.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.972125,1.516125,1.038125,1.97425,1.53075,1.05575,1.52025,1.52025,,0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0047,2.0,M,High,PC,21.5,3.0,4.0,22.0,1.0,1.0,1.0,AD,0.071,0.005554921,0.087664762,86.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.014,-0.015,-0.009,-0.012375,-0.014375,-0.004375,-0.010375,0.0,7.0,0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0047,2.0,M,High,PC,21.5,3.0,4.0,14.0,,14.0,,A,0.5945,0.209919713,1.224259138,78.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.1575,-0.1905,-0.2115,-0.13925,-0.18575,-0.20575,-0.176916667,0.0,7.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0,0
SUBJ-0047,2.0,M,High,PC,21.0,,,35.0,14.0,14.0,14.0,AD,0.10625,0.034656477,0.210219432,99.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.30075,0.12175,0.05175,0.29425,0.13275,0.05425,0.160416667,0.0,,0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0048,2.0,M,High,SC,26.0,3.0,4.0,14.0,,14.0,14.0,D,0.0785,0.005154748,0.093964244,87.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.3365,0.9075,0.5305,1.3609375,0.9304375,0.5464375,0.9459375,0.9459375,7.0,0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0048,2.0,M,High,SC,29.5,,,35.0,14.0,35.0,35.0,DA,0.071,0.005554921,0.087664762,108.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.614,2.358,1.995,2.644125,2.397625,1.980625,2.340791667,2.340791667,,0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0048,2.0,M,High,SC,26.0,3.0,4.0,22.0,1.0,22.0,22.0,DA,0.12075,0.053742109,0.281976327,95.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.18225,1.87725,1.33925,2.2148125,1.9033125,1.3458125,1.8213125,1.8213125,7.0,0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0049,2.0,M,High,ST,20.5,3.0,4.0,22.0,1.0,22.0,22.0,DD,0.07225,0.006341473,0.09127442,95.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.66075,2.48075,2.15075,2.66275,2.48575,2.16375,2.437416667,2.437416667,7.0,1,1.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0049,2.0,M,High,ST,20.0,3.0,4.0,17.0,,17.0,17.0,D,0.1055,0.037496667,0.21799,90.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.1465,1.6995,1.1805,2.13825,1.70475,1.19325,1.67875,1.67875,7.0,0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0049,2.0,M,High,ST,20.0,3.0,4.0,14.0,,14.0,14.0,D,0.111875,0.026297406,0.190767219,87.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.612125,1.095125,0.677125,1.662875,1.132375,0.711375,1.168875,1.168875,7.0,0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
SUBJ-0049,2.0,M,High,ST,20.5,,,35.0,14.0,35.0,35.0,DD,0.107375,0.037450682,0.219727046,108.0,Lab,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.934625,2.832625,2.471625,2.9316875,2.8561875,2.5451875,2.7776875,2.7776875,,1,1.0,1.0,0.0,1.0,1.0,1.0,0,0
