"","Plate","Measure","Row","Col_5","Col_6","Col_7","Blank","ID","Block","Sex","Diet","Treatment","Weight","Fat_Scores_Dorsal","Fat_Scores_Pelvic","days_since_1st_trt","days_since_2nd_trt","trt_history","blank_avg","blank_sd","cutoff_new","Env","grid","body_length_mm","Col_5_bcen","Col_6_bcen","Col_7_bcen","Col_5_avg","Col_6_avg","Col_7_avg","OD_avg","days_since_1st_D_inj"
"1",1,1,"A",1.65,1.093,0.691,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.070375,0.0039256482631171,0.0821519447893513,"Lab",NA,NA,1.579625,1.022625,0.620625,1.5539375,1.0069375,0.6149375,1.05860416666667,NA
"2",1,1,"B",1.6,1.095,0.707,0.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.070375,0.0039256482631171,0.0821519447893513,"Lab",NA,NA,1.529625,1.024625,0.636625,1.5324375,1.0209375,0.6309375,1.0614375,NA
"3",1,1,"C",1.9,1.456,0.992,0.066,9,1,"M","Low","ST",22,3,4,17,NA,"D",0.070375,0.0039256482631171,0.0821519447893513,"Lab",NA,NA,1.829625,1.385625,0.921625,1.8179375,1.3634375,0.9029375,1.3614375,17
"4",1,1,"D",0.752,0.459,0.275,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.070375,0.0039256482631171,0.0821519447893513,"Lab",NA,NA,0.681625,0.388625,0.204625,0.6829375,0.3794375,0.2049375,0.4224375,NA
"5",1,1,"E",1.465,1.041,0.677,0.07,57,2,"F","Low","SC",16.5,3,4,14,NA,"D",0.070375,0.0039256482631171,0.0821519447893513,"Lab",NA,NA,1.394625,0.970625,0.606625,1.3809375,0.9644375,0.5944375,0.9799375,14
"6",1,1,"F",1.593,1.051,0.662,0.067,5,1,"M","Low","ST",24.5,4,4,17,NA,"D",0.070375,0.0039256482631171,0.0821519447893513,"Lab",NA,NA,1.522625,0.980625,0.591625,1.4704375,0.9734375,0.5879375,1.01060416666667,17
"7",1,1,"G",1.657,1.143,0.72,0.073,71,2,"F","High","PC",21.5,NA,NA,35,14,"AD",0.070375,0.0039256482631171,0.0821519447893513,"Lab",NA,NA,1.586625,1.072625,0.649625,1.5544375,1.0674375,0.6489375,1.09027083333333,14
"8",1,1,"H",0.079,0.07,0.066,0.071,69,2,"F","High","PC",23.5,3,4,22,1,"AD",0.070375,0.0039256482631171,0.0821519447893513,"Lab",NA,NA,0.00862500000000001,-0.000374999999999986,-0.00437499999999999,0.0124375,0.00293750000000001,-0.00106249999999999,0.00477083333333334,1
"9",2,1,"A",1.637,1.139,0.746,0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,0.00730948503169488,0.0909284550950846,"Lab",NA,NA,1.568,1.07,0.677,1.582125,1.070125,0.675625,1.10929166666667,NA
"10",2,1,"B",1.713,1.161,0.718,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,0.00730948503169488,0.0909284550950846,"Lab",NA,NA,1.644,1.092,0.649,1.628625,1.102625,0.655125,1.12879166666667,NA
"11",2,1,"C",2.522,2.22,1.816,0.084,44,2,"M","Low","ST",22.5,3,4,22,1,"DD",0.069,0.00730948503169488,0.0909284550950846,"Lab",NA,NA,2.453,2.151,1.747,2.446125,2.116125,1.753125,2.105125,22
"12",2,1,"D",2.494,2.269,1.923,0.066,59,2,"F","Low","ST",16.5,3,3,17,NA,"D",0.069,0.00730948503169488,0.0909284550950846,"Lab",NA,NA,2.425,2.2,1.854,2.445125,2.177125,1.840125,2.154125,17
"13",2,1,"E",0.053,0.058,0.053,0.064,42,2,"M","Low","PC",22,3,4,17,NA,"A",0.069,0.00730948503169488,0.0909284550950846,"Lab",NA,NA,-0.016,-0.011,-0.016,-0.013375,-0.009375,-0.012375,-0.0117083333333333,NA
"14",2,1,"F",0.055,0.059,0.051,0.067,37,2,"M","Low","PC",26,NA,NA,22,1,"AD",0.069,0.00730948503169488,0.0909284550950846,"Lab",NA,NA,-0.014,-0.01,-0.018,-0.011875,-0.00687500000000001,-0.015375,-0.011375,1
"15",2,1,"G",0.104,0.076,0.067,0.063,25,1,"F","Low","PC",21,3,4,17,NA,"A",0.069,0.00730948503169488,0.0909284550950846,"Lab",NA,NA,0.035,0.00699999999999999,-0.002,0.036125,0.00862499999999999,0.003125,0.0159583333333333,NA
"16",2,1,"H",2.69,2.401,2.033,0.068,58,2,"F","Low","SC",17.5,NA,NA,35,14,"DA",0.069,0.00730948503169488,0.0909284550950846,"Lab",NA,NA,2.621,2.332,1.964,2.623625,2.332125,1.980125,2.31195833333333,35
"17",3,1,"A",1.614,1.05,0.637,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085875,0.0356868823439169,0.192935647031751,"Lab",NA,NA,1.528125,0.964125,0.551125,1.5074375,0.9459375,0.5529375,1.00210416666667,NA
"18",3,1,"B",1.708,0.962,0.754,0.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085875,0.0356868823439169,0.192935647031751,"Lab",NA,NA,1.622125,0.876125,0.668125,1.5804375,0.8749375,0.6654375,1.04027083333333,NA
"19",3,1,"C",3.01,2.82,2.469,0.075,34,1,"F","High","SC",17,NA,NA,35,14,"DA",0.085875,0.0356868823439169,0.192935647031751,"Lab",NA,NA,2.924125,2.734125,2.383125,2.8254375,2.6719375,2.3279375,2.6084375,35
"20",3,1,"D",2.11,1.846,0.885,0.064,61,2,"F","Low","SC",17.5,3,4,22,1,"DA",0.085875,0.0356868823439169,0.192935647031751,"Lab",NA,NA,2.024125,1.760125,0.799125,1.9964375,1.7309375,0.7889375,1.5054375,22
"21",3,1,"E",1.579,1.041,0.615,0.07,41,2,"M","Low","ST",25.5,4,4,14,NA,"D",0.085875,0.0356868823439169,0.192935647031751,"Lab",NA,NA,1.493125,0.955125,0.529125,1.4749375,0.9539375,0.5309375,0.986604166666667,14
"22",3,1,"F",1.064,0.662,0.378,0.077,72,2,"F","High","SC",25.5,4,5,14,NA,"D",0.085875,0.0356868823439169,0.192935647031751,"Lab",NA,NA,0.978125,0.576125,0.292125,0.9709375,0.5724375,0.2934375,0.612270833333333,14
"23",3,1,"G",1.783,1.365,0.814,0.07,21,1,"F","Low","PC",20,NA,NA,35,14,"AD",0.085875,0.0356868823439169,0.192935647031751,"Lab",NA,NA,1.697125,1.279125,0.728125,1.6879375,1.2554375,0.7284375,1.2239375,14
"24",3,1,"H",2.215,1.716,1.167,0.084,32,1,"F","High","SC",24.5,4,4,22,1,"DA",0.085875,0.0356868823439169,0.192935647031751,"Lab",NA,NA,2.129125,1.630125,1.081125,2.1059375,1.6349375,1.0769375,1.6059375,22
"25",4,1,"A",1.676,1.131,0.668,0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0685,0.0101136400116731,0.0988409200350192,"Lab",NA,NA,1.6075,1.0625,0.5995,1.5813125,1.0408125,0.6078125,1.07664583333333,NA
"26",4,1,"B",1.938,1.337,0.815,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0685,0.0101136400116731,0.0988409200350192,"Lab",NA,NA,1.8695,1.2685,0.7465,1.8158125,1.2463125,0.7513125,1.27114583333333,NA
"27",4,1,"C",1.362,0.912,0.538,0.061,3,1,"M","Low","PC",23,NA,NA,35,14,"AD",0.0685,0.0101136400116731,0.0988409200350192,"Lab",NA,NA,1.2935,0.8435,0.4695,1.2908125,0.8438125,0.4743125,0.869645833333333,14
"28",4,1,"D",0.053,0.056,0.05,0.066,13,1,"M","High","PC",31.5,4,5,17,NA,"A",0.0685,0.0101136400116731,0.0988409200350192,"Lab",NA,NA,-0.0155,-0.0125,-0.0185,-0.0176875,-0.0151875,-0.0186875,-0.0171875,NA
"29",4,1,"E",0.056,0.054,0.051,0.065,69,2,"F","High","PC",23.5,3,4,14,NA,"A",0.0685,0.0101136400116731,0.0988409200350192,"Lab",NA,NA,-0.0125,-0.0145,-0.0175,-0.0126875,-0.0151875,-0.0161875,-0.0146875,NA
"30",4,1,"F",2.598,2.495,2.63,0.061,24,1,"F","Low","ST",22,NA,NA,35,14,"DD",0.0685,0.0101136400116731,0.0988409200350192,"Lab",NA,NA,2.5295,2.4265,2.5615,2.4918125,2.4283125,2.5378125,2.48597916666667,35
"31",4,1,"G",1.075,0.651,0.38,0.079,16,1,"M","High","SC",21.5,3,4,14,NA,"D",0.0685,0.0101136400116731,0.0988409200350192,"Lab",NA,NA,1.0065,0.5825,0.3115,1.0138125,0.5908125,0.3148125,0.6398125,14
"32",4,1,"H",0.628,0.379,0.224,0.089,52,2,"M","High","SC",35,4,5,14,NA,"D",0.0685,0.0101136400116731,0.0988409200350192,"Lab",NA,NA,0.5595,0.3105,0.1555,0.5653125,0.3033125,0.1568125,0.3418125,14
"33",5,1,"A",1.593,1.086,0.617,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0635,0.00682432623571211,0.0839729787071363,"Lab",NA,NA,1.5295,1.0225,0.5535,1.528875,1.005875,0.570875,1.03520833333333,NA
"34",5,1,"B",1.707,1.16,0.804,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0635,0.00682432623571211,0.0839729787071363,"Lab",NA,NA,1.6435,1.0965,0.7405,1.564375,1.028375,0.688875,1.093875,NA
"35",5,1,"C",2.814,2.692,2.734,0.06,27,1,"F","Low","SC",16.5,NA,NA,35,14,"DA",0.0635,0.00682432623571211,0.0839729787071363,"Lab",NA,NA,2.7505,2.6285,2.6705,2.691875,2.583375,2.612875,2.629375,35
"36",5,1,"D",0.901,0.642,0.361,0.061,46,2,"M","High","PC",21.5,NA,NA,35,14,"AD",0.0635,0.00682432623571211,0.0839729787071363,"Lab",NA,NA,0.8375,0.5785,0.2975,0.777375,0.520875,0.281375,0.526541666666667,14
"37",5,1,"E",0.145,0.11,0.072,0.054,11,1,"M","High","PC",26,4,5,14,NA,"A",0.0635,0.00682432623571211,0.0839729787071363,"Lab",NA,NA,0.0815,0.0465,0.00849999999999999,0.039375,0.023875,-0.00312500000000001,0.0200416666666667,NA
"38",5,1,"F",0.049,0.06,0.054,0.075,3,1,"M","Low","PC",22,3,4,17,NA,"A",0.0635,0.00682432623571211,0.0839729787071363,"Lab",NA,NA,-0.0145,-0.0035,-0.0095,-0.006125,-0.006125,-0.007625,-0.006625,NA
"39",5,1,"G",1.978,1.491,1.037,0.059,35,1,"F","High","ST",16.5,3,3,14,NA,"D",0.0635,0.00682432623571211,0.0839729787071363,"Lab",NA,NA,1.9145,1.4275,0.9735,1.875375,1.429875,0.983875,1.42970833333333,14
"40",5,1,"H",1.04,0.638,0.36,0.066,4,1,"M","Low","PC",25,NA,NA,35,14,"AD",0.0635,0.00682432623571211,0.0839729787071363,"Lab",NA,NA,0.9765,0.5745,0.2965,0.958375,0.561375,0.301375,0.607041666666667,14
"41",6,1,"A",2.033,1.499,1.014,0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063875,0.00754865172445668,0.0865209551733701,"Lab",NA,NA,1.969125,1.435125,0.950125,1.99075,1.43825,0.94325,1.45741666666667,NA
"42",6,1,"B",1.588,1.058,0.657,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063875,0.00754865172445668,0.0865209551733701,"Lab",NA,NA,1.524125,0.994125,0.593125,1.51375,0.99025,0.58625,1.03008333333333,NA
"43",6,1,"C",1.085,0.695,0.42,0.063,11,1,"M","High","PC",26.5,NA,NA,35,14,"AD",0.063875,0.00754865172445668,0.0865209551733701,"Lab",NA,NA,1.021125,0.631125,0.356125,1.03125,0.63025,0.36325,0.674916666666667,14
"44",6,1,"D",2.12,1.722,1.238,0.056,56,2,"F","Low","PC",17.5,NA,NA,35,14,"AD",0.063875,0.00754865172445668,0.0865209551733701,"Lab",NA,NA,2.056125,1.658125,1.174125,2.05725,1.64875,1.18025,1.62875,14
"45",6,1,"E",2.948,2.792,2.533,0.058,55,2,"F","Low","ST",17,NA,NA,35,14,"DD",0.063875,0.00754865172445668,0.0865209551733701,"Lab",NA,NA,2.884125,2.728125,2.469125,2.92775,2.73725,2.50125,2.72208333333333,35
"46",6,1,"F",1.662,1.207,0.812,0.061,38,2,"M","Low","ST",26,3,5,14,NA,"D",0.063875,0.00754865172445668,0.0865209551733701,"Lab",NA,NA,1.598125,1.143125,0.748125,1.61325,1.16525,0.75475,1.17775,14
"47",6,1,"G",0.061,0.073,0.065,0.068,37,2,"M","Low","PC",28,4,5,14,NA,"A",0.063875,0.00754865172445668,0.0865209551733701,"Lab",NA,NA,-0.002875,0.00912499999999999,0.001125,0.01075,0.01225,0.00575,0.00958333333333333,NA
"48",6,1,"H",2.036,1.58,1.102,0.08,49,2,"M","High","PC",21,NA,NA,35,14,"AD",0.063875,0.00754865172445668,0.0865209551733701,"Lab",NA,NA,1.972125,1.516125,1.038125,1.97425,1.53075,1.05575,1.52025,14
"49",7,1,"A",1.506,0.976,0.61,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.070125,0.00617454451761423,0.0886486335528427,"Lab",NA,NA,1.435875,0.905875,0.539875,1.437625,0.908125,0.527125,0.957625,NA
"50",7,1,"B",1.461,0.923,0.574,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.070125,0.00617454451761423,0.0886486335528427,"Lab",NA,NA,1.390875,0.852875,0.503875,1.351125,0.843625,0.491125,0.895291666666667,NA
"51",7,1,"C",1.66,1.167,0.737,0.073,25,1,"F","Low","PC",20,NA,NA,35,14,"AD",0.070125,0.00617454451761423,0.0886486335528427,"Lab",NA,NA,1.589875,1.096875,0.666875,1.573125,1.083125,0.660125,1.10545833333333,14
"52",7,1,"D",0.06,0.06,0.066,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.070125,0.00617454451761423,0.0886486335528427,"Lab",NA,NA,-0.010125,-0.010125,-0.004125,-0.013375,-0.012375,-0.010875,-0.0122083333333333,NA
"53",7,1,"E",1.53,1.107,0.711,0.079,6,1,"M","Low","SC",23.5,4,4,14,NA,"D",0.070125,0.00617454451761423,0.0886486335528427,"Lab",NA,NA,1.459875,1.036875,0.640875,1.465125,1.033125,0.649125,1.049125,14
"54",7,1,"F",0.055,0.056,0.056,0.072,62,2,"F","Low","PC",15.5,2,4,14,NA,"A",0.070125,0.00617454451761423,0.0886486335528427,"Lab",NA,NA,-0.015125,-0.014125,-0.014125,-0.016375,-0.015875,-0.015375,-0.015875,NA
"55",7,1,"G",2.766,2.679,2.445,0.071,44,2,"M","Low","ST",23,NA,NA,35,14,"DD",0.070125,0.00617454451761423,0.0886486335528427,"Lab",NA,NA,2.695875,2.608875,2.374875,2.746625,2.630625,2.383625,2.58695833333333,35
"56",7,1,"H",2.899,2.709,2.348,0.071,64,2,"F","High","SC",NA,NA,NA,35,14,"DA",0.070125,0.00617454451761423,0.0886486335528427,"Lab",NA,NA,2.828875,2.638875,2.277875,2.809625,2.638125,2.282125,2.576625,35
"57",8,1,"A",1.593,1.043,0.665,0.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06375,0.00565053726901889,0.0807016118070567,"Lab",NA,NA,1.52925,0.97925,0.60125,1.51675,0.98275,0.61625,1.03858333333333,NA
"58",8,1,"B",1.357,0.901,0.568,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06375,0.00565053726901889,0.0807016118070567,"Lab",NA,NA,1.29325,0.83725,0.50425,1.27925,0.83625,0.48475,0.86675,NA
"59",8,1,"C",1.727,1.245,0.947,0.059,7,1,"M","Low","SC",25.5,NA,NA,35,14,"DA",0.06375,0.00565053726901889,0.0807016118070567,"Lab",NA,NA,1.66325,1.18125,0.88325,1.61875,1.13975,0.86225,1.20691666666667,35
"60",8,1,"D",1.369,0.94,0.638,0.06,19,1,"F","Low","SC",18.5,3,3,14,NA,"D",0.06375,0.00565053726901889,0.0807016118070567,"Lab",NA,NA,1.30525,0.87625,0.57425,1.30225,0.88325,0.57175,0.919083333333333,14
"61",8,1,"E",2.7,2.353,2.084,0.071,40,2,"M","Low","SC",24.5,NA,NA,35,14,"DA",0.06375,0.00565053726901889,0.0807016118070567,"Lab",NA,NA,2.63625,2.28925,2.02025,2.61425,2.32625,1.94075,2.29375,35
"62",8,1,"F",1.748,1.314,0.881,0.064,65,2,"F","High","ST",20,3,4,17,NA,"D",0.06375,0.00565053726901889,0.0807016118070567,"Lab",NA,NA,1.68425,1.25025,0.81725,1.67625,1.25425,0.79775,1.24275,17
"63",8,1,"G",1.959,1.51,1.055,0.058,55,2,"F","Low","ST",16,2,4,22,1,"DD",0.06375,0.00565053726901889,0.0807016118070567,"Lab",NA,NA,1.89525,1.44625,0.99125,1.88525,1.47375,0.99325,1.45075,22
"64",8,1,"H",2.746,2.562,2.128,0.059,39,2,"M","Low","SC",29,NA,NA,35,14,"DA",0.06375,0.00565053726901889,0.0807016118070567,"Lab",NA,NA,2.68225,2.49825,2.06425,2.66825,2.46375,2.06575,2.39925,35
"65",9,1,"A",1.533,1.149,0.735,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076625,0.0121295094707082,0.113013528412125,"Lab",NA,NA,1.456375,1.072375,0.658375,1.477875,1.078375,0.658875,1.07170833333333,NA
"66",9,1,"B",1.412,0.873,0.549,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076625,0.0121295094707082,0.113013528412125,"Lab",NA,NA,1.335375,0.796375,0.472375,1.307875,0.790375,0.460375,0.852875,NA
"67",9,1,"C",1.823,1.369,0.929,0.064,36,1,"F","High","PC",18.5,NA,NA,35,14,"AD",0.076625,0.0121295094707082,0.113013528412125,"Lab",NA,NA,1.746375,1.292375,0.852375,1.708875,1.260375,0.842875,1.27070833333333,14
"68",9,1,"D",2.498,2.189,1.762,0.079,2,1,"M","Low","ST",22,4,4,22,1,"DD",0.076625,0.0121295094707082,0.113013528412125,"Lab",NA,NA,2.421375,2.112375,1.685375,2.358875,2.095375,1.671875,2.04204166666667,22
"69",9,1,"E",2.031,1.493,1.013,0.061,12,1,"M","High","ST",21.5,3,3,17,NA,"D",0.076625,0.0121295094707082,0.113013528412125,"Lab",NA,NA,1.954375,1.416375,0.936375,1.927375,1.423875,0.941875,1.43104166666667,17
"70",9,1,"F",1.912,1.539,1.081,0.066,17,1,"M","High","ST",35.5,NA,NA,35,14,"DD",0.076625,0.0121295094707082,0.113013528412125,"Lab",NA,NA,1.835375,1.462375,1.004375,1.886375,1.469375,0.995375,1.450375,35
"71",9,1,"G",2.737,2.546,2.354,0.081,9,1,"M","Low","ST",NA,NA,NA,35,14,"DD",0.076625,0.0121295094707082,0.113013528412125,"Lab",NA,NA,2.660375,2.469375,2.277375,2.655875,2.386375,2.308875,2.450375,35
"72",9,1,"H",1.293,0.814,0.517,0.081,18,1,"M","High","PC",24,NA,NA,35,14,"AD",0.076625,0.0121295094707082,0.113013528412125,"Lab",NA,NA,1.216375,0.737375,0.440375,1.194875,0.752875,0.457875,0.801875,14
"73",10,1,"A",1.45,1.021,0.622,0.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07225,0.00634147346555086,0.0912744203966526,"Lab",NA,NA,1.37775,0.94875,0.54975,1.40525,0.94975,0.55975,0.971583333333333,NA
"74",10,1,"B",1.323,0.822,0.481,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07225,0.00634147346555086,0.0912744203966526,"Lab",NA,NA,1.25075,0.74975,0.40875,1.25825,0.74925,0.41125,0.80625,NA
"75",10,1,"C",2.733,2.553,2.223,0.067,51,2,"M","High","ST",20.5,3,4,22,1,"DD",0.07225,0.00634147346555086,0.0912744203966526,"Lab",NA,NA,2.66075,2.48075,2.15075,2.66275,2.48575,2.16375,2.43741666666667,22
"76",10,1,"D",2.481,2.095,1.782,0.064,30,1,"F","High","ST",18,4,4,22,1,"DD",0.07225,0.00634147346555086,0.0912744203966526,"Lab",NA,NA,2.40875,2.02275,1.70975,2.37925,2.03075,1.69225,2.03408333333333,22
"77",10,1,"E",1.947,1.432,0.945,0.074,29,1,"F","High","SC",27,3,4,17,NA,"D",0.07225,0.00634147346555086,0.0912744203966526,"Lab",NA,NA,1.87475,1.35975,0.87275,1.88875,1.35775,0.88975,1.37875,17
"78",10,1,"F",0.054,0.046,0.054,0.079,8,1,"M","Low","PC",24,3,3,17,NA,"A",0.07225,0.00634147346555086,0.0912744203966526,"Lab",NA,NA,-0.01825,-0.02625,-0.01825,-0.01525,-0.02475,-0.01725,-0.0190833333333333,NA
"79",10,1,"G",1.756,1.178,0.611,0.066,6,1,"M","Low","SC",25,NA,NA,35,14,"DA",0.07225,0.00634147346555086,0.0912744203966526,"Lab",NA,NA,1.68375,1.10575,0.53875,1.70575,1.14625,0.54725,1.13308333333333,35
"80",10,1,"H",1.662,1.202,0.769,0.07,12,1,"M","High","ST",21.5,3,3,14,NA,"D",0.07225,0.00634147346555086,0.0912744203966526,"Lab",NA,NA,1.58975,1.12975,0.69675,1.58225,1.14025,0.69775,1.14008333333333,14
"81",11,1,"A",1.344,0.866,0.535,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07225,0.010525479290071,0.103826437870213,"Lab",NA,NA,1.27175,0.79375,0.46275,1.2775,0.7935,0.475,0.848666666666667,NA
"82",11,1,"B",1.478,0.982,0.563,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07225,0.010525479290071,0.103826437870213,"Lab",NA,NA,1.40575,0.90975,0.49075,1.3935,0.8905,0.503,0.929,NA
"83",11,1,"C",0.663,0.398,0.23,0.062,33,1,"F","High","ST",19.5,3,4,14,NA,"D",0.07225,0.010525479290071,0.103826437870213,"Lab",NA,NA,0.59075,0.32575,0.15775,0.591,0.334,0.1645,0.363166666666667,14
"84",11,1,"D",1.09,0.664,0.386,0.077,62,2,"F","Low","PC",16,NA,NA,35,14,"AD",0.07225,0.010525479290071,0.103826437870213,"Lab",NA,NA,1.01775,0.59175,0.31375,0.992,0.603,0.325,0.64,14
"85",11,1,"E",1.737,1.183,0.71,0.067,42,2,"M","Low","PC",22.5,NA,NA,35,14,"AD",0.07225,0.010525479290071,0.103826437870213,"Lab",NA,NA,1.66475,1.11075,0.63775,1.597,1.085,0.6205,1.10083333333333,14
"86",11,1,"F",2.326,1.84,1.292,0.063,35,1,"F","High","ST",16,3,3,22,1,"DD",0.07225,0.010525479290071,0.103826437870213,"Lab",NA,NA,2.25375,1.76775,1.21975,2.2135,1.688,1.2135,1.705,22
"87",11,1,"G",2.981,2.674,2.439,0.069,2,1,"M","Low","ST",22.5,NA,NA,35,14,"DD",0.07225,0.010525479290071,0.103826437870213,"Lab",NA,NA,2.90875,2.60175,2.36675,2.8465,2.646,2.4385,2.64366666666667,35
"88",11,1,"H",2.574,2.14,1.731,0.078,47,2,"M","High","SC",27,NA,NA,35,14,"DA",0.07225,0.010525479290071,0.103826437870213,"Lab",NA,NA,2.50175,2.06775,1.65875,2.474,2.1145,1.686,2.0915,35
"89",12,1,"A",1.495,0.953,0.553,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067875,0.0163832449254021,0.117024734776206,"Lab",NA,NA,1.427125,0.885125,0.485125,1.445,0.888,0.4985,0.943833333333333,NA
"90",12,1,"B",1.463,0.967,0.576,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067875,0.0163832449254021,0.117024734776206,"Lab",NA,NA,1.395125,0.899125,0.508125,1.4075,0.8995,0.505,0.937333333333333,NA
"91",12,1,"C",0.057,0.048,0.051,0.073,42,2,"M","Low","PC",21.5,3,4,22,1,"AD",0.067875,0.0163832449254021,0.117024734776206,"Lab",NA,NA,-0.010875,-0.019875,-0.016875,-0.0095,-0.0205,-0.0165,-0.0155,1
"92",12,1,"D",1.81,1.236,0.738,0.058,68,2,"F","High","SC",21,3,4,17,NA,"D",0.067875,0.0163832449254021,0.117024734776206,"Lab",NA,NA,1.742125,1.168125,0.670125,1.758,1.1355,0.6755,1.18966666666667,17
"93",12,1,"E",1.405,0.92,0.584,0.056,31,1,"F","High","PC",17.5,NA,NA,35,14,"AD",0.067875,0.0163832449254021,0.117024734776206,"Lab",NA,NA,1.337125,0.852125,0.516125,1.347,0.8525,0.5155,0.905,14
"94",12,1,"F",2.118,1.616,1.146,0.058,34,1,"F","High","SC",16.5,3,3,14,NA,"D",0.067875,0.0163832449254021,0.117024734776206,"Lab",NA,NA,2.050125,1.548125,1.078125,2.0275,1.528,1.0795,1.545,14
"95",12,1,"G",1.097,0.684,0.422,0.067,33,1,"F","High","ST",19.5,3,4,17,NA,"D",0.067875,0.0163832449254021,0.117024734776206,"Lab",NA,NA,1.029125,0.616125,0.354125,1.045,0.6205,0.3545,0.673333333333333,17
"96",12,1,"H",2.208,1.681,1.153,0.064,70,2,"F","High","ST",19,3,4,22,1,"DD",0.067875,0.0163832449254021,0.117024734776206,"Lab",NA,NA,2.140125,1.613125,1.085125,2.172,1.5985,1.086,1.61883333333333,22
"97",13,1,"A",1.281,0.842,0.503,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0785,0.00515474815790535,0.093964244473716,"Lab",NA,NA,1.2025,0.7635,0.4245,1.2109375,0.7624375,0.4309375,0.8014375,NA
"98",13,1,"B",1.302,0.871,0.528,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0785,0.00515474815790535,0.093964244473716,"Lab",NA,NA,1.2235,0.7925,0.4495,1.2469375,0.8014375,0.4509375,0.833104166666667,NA
"99",13,1,"C",1.245,0.826,0.493,0.09,65,2,"F","High","ST",20,3,4,14,NA,"D",0.0785,0.00515474815790535,0.093964244473716,"Lab",NA,NA,1.1665,0.7475,0.4145,1.1799375,0.7599375,0.4214375,0.787104166666667,14
"100",13,1,"D",2.252,1.862,1.357,0.077,15,1,"M","High","SC",28.5,NA,NA,35,14,"DA",0.0785,0.00515474815790535,0.093964244473716,"Lab",NA,NA,2.1735,1.7835,1.2785,2.1779375,1.8524375,1.2994375,1.77660416666667,35
"101",13,1,"E",0.627,0.38,0.229,0.074,37,2,"M","Low","PC",NA,NA,NA,35,14,"AD",0.0785,0.00515474815790535,0.093964244473716,"Lab",NA,NA,0.5485,0.3015,0.1505,0.5474375,0.3144375,0.1549375,0.3389375,14
"102",13,1,"F",2.484,2.396,1.931,0.073,20,1,"F","Low","ST",17,3,3,14,NA,"D",0.0785,0.00515474815790535,0.093964244473716,"Lab",NA,NA,2.4055,2.3175,1.8525,2.4579375,2.3744375,1.8769375,2.2364375,14
"103",13,1,"G",1.415,0.986,0.609,0.078,50,2,"M","High","SC",26,3,4,14,NA,"D",0.0785,0.00515474815790535,0.093964244473716,"Lab",NA,NA,1.3365,0.9075,0.5305,1.3609375,0.9304375,0.5464375,0.9459375,14
"104",13,1,"H",1.682,1.168,0.753,0.078,55,2,"F","Low","ST",16,3,4,14,NA,"D",0.0785,0.00515474815790535,0.093964244473716,"Lab",NA,NA,1.6035,1.0895,0.6745,1.6324375,1.1019375,0.6919375,1.14210416666667,14
"105",14,1,"A",1.502,0.908,0.556,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071,0.00555492059863531,0.0876647617959059,"Lab",NA,NA,1.431,0.837,0.485,1.441125,0.844125,0.489125,0.924791666666667,NA
"106",14,1,"B",1.443,0.876,0.554,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071,0.00555492059863531,0.0876647617959059,"Lab",NA,NA,1.372,0.805,0.483,1.384125,0.822125,0.483625,0.896625,NA
