"","Plate","Measure","Row","Col_5","Col_6","Col_7","Blank","ID","Block","Sex","Diet","Treatment","Weight","Fat_Scores_Dorsal","Fat_Scores_Pelvic","days_since_1st_trt","days_since_2nd_trt","trt_history","blank_avg","blank_sd","cutoff_new","Env","grid","body_length_mm","Col_5_bcen","Col_6_bcen","Col_7_bcen","Col_5_avg","Col_6_avg","Col_7_avg","OD_avg","days_since_1st_D_inj"
"438",18,1,"F",1.096,0.665,0.372,0.06,835338101,NA,"F","High","DD",21,2,3,13,NA,"D",0.0615,0.006751543,0.081754629,"Wild",2,81,1.0345,0.6035,0.3105,1.0465833335,0.6055833335,0.3150833335,0.655750000166667,13
"439",18,1,"G",0.768,0.437,0.256,0.057,835340593,NA,"M","Low","DD",18.5,3,3,21,2,"DD",0.0615,0.006751543,0.081754629,"Wild",3,78,0.7065,0.3755,0.1945,0.7230833335,0.3785833335,0.1985833335,0.433416666833333,21
"440",18,1,"H",2.757,2.404,1.744,0.311,835338101,NA,"F","High","DD",26,2,2,33,14,"DD",0.0615,0.006751543,0.081754629,"Wild",2,88,2.6955,2.3425,1.6825,2.6540833335,2.3430833335,1.6965833335,2.23125000016667,33
"441",19,1,"A",2.281,1.706,1.13,0.066,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl",0.06325,0.006057021,0.081421062,"Wild",NA,NA,2.21775,1.64275,1.06675,2.2393125,1.6358125,1.0453125,1.64014583333333,NA
"442",19,1,"B",2.157,1.434,0.886,0.06,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl",0.06325,0.006057021,0.081421062,"Wild",NA,NA,2.09375,1.37075,0.82275,2.0598125,1.3658125,0.7998125,1.40847916666667,NA
"443",19,1,"C",1.931,1.263,0.79,0.069,836840260,NA,"M","Low","DA",16,2,2,33,14,"DA",0.06325,0.006057021,0.081421062,"Wild",3,77,1.86775,1.19975,0.72675,1.8468125,1.1963125,0.7273125,1.2568125,33
"444",19,1,"D",0.72,0.428,0.242,0.062,835346074,NA,"M","High","AD",27,3,3,33,14,"AD",0.06325,0.006057021,0.081421062,"Wild",1,80,0.65675,0.36475,0.17875,0.6763125,0.3648125,0.1798125,0.406979166666667,14
"445",19,1,"E",1.575,0.979,0.571,0.054,835339783,NA,"F","Low","AD",17.5,2,2,63,15,"AD",0.06325,0.006057021,0.081421062,"Wild",4,92,1.51175,0.91575,0.50775,1.5593125,0.9393125,0.5078125,1.00214583333333,15
"446",19,1,"F",1.95,1.311,0.822,0.056,836840794,NA,"M","Low","DD",25,3,3,40,14,"DD",0.06325,0.006057021,0.081421062,"Wild",4,80,1.88675,1.24775,0.75875,1.8868125,1.2383125,0.7613125,1.29547916666667,40
"447",19,1,"G",1.55,0.937,0.576,0.066,836841827,NA,"M","Low","AD",23,3,3,41,14,"AD",0.06325,0.006057021,0.081421062,"Wild",4,89,1.48675,0.87375,0.51275,1.5053125,0.9053125,0.5203125,0.976979166666667,14
"448",19,1,"H",0.055,0.061,0.054,0.073,NA,NA,NA,NA,"Blank",NA,NA,NA,NA,NA,"Blank",0.06325,0.006057021,0.081421062,"Wild",NA,NA,-0.00825,-0.00225,-0.00925,-0.0051875,-0.0021875,-0.0056875,-0.00435416666666667,NA
